sentence,id_file,file_name,sintetic,tipo,,
The System shall support periodic invoicing and payment of invoices within the system.,5,Loundon Country Land Management Information System,No,FR,,
"The system will have the ability to search for the invoice using associated fees, address, and Customer name if the Customer does not have an invoice.",5,Loundon Country Land Management Information System,No,FR,,
The System shall support the required Agency reconciliation procedures processed in the Finance System (see Interface Requirements in the Technical Requirements).,5,Loundon Country Land Management Information System,No,FR,,
The System shall allow for the applicant to pay using multiple tender types within one transaction.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to indicate a check has been returned by the bank.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability for personnel to view and sort list of returned checks.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to track accumulation of payment issues for a location, project, license, or user and apply any pre-defined business rules for future payment transactions.",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability for personnel to remove a returned check from the list according to business rules.,5,Loundon Country Land Management Information System,No,FR,,
The System shall allow for the back-end distribution and fund accounting of all transactions input into the System.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to process refunds for a transaction that has recently occurred (e.g., cashier has erroneously charged a customer and needs to refund the money).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to enforce business rules related to refund processing (e.g., eCheck cannot be returned online for 10 days).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to process refunds and/or partial refunds for all financial transactions.,5,Loundon Country Land Management Information System,No,FR,,
The system should allow transfer of erroneously processed fees on an application to the correct application.,5,Loundon Country Land Management Information System,No,FR,,
The system shall support the capability to refund multiple charges in a single transaction.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to route a request for a refund submitted via the online portal to personnel for review and processing.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to configure  and track the activity taken in processing a refund.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability for personnel to approve or reject a refund request in the system, and generate an associated response to the applicant.",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow personnel to manually initiate a refund.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to prevent duplicate payments.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall support partial payment of total fees due,  configured based on business rules and department needs (e.g., only pay a subset of the fees due on an application or project).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to collect and process partial payment of one fee, configured based on business rules and department needs (e.g., only pay a percentage of a fee due).",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow a System Administrator to easily maintain fees and distributions through a user interface in the system that does not require in depth technical knowledge to configure.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall maintain detailed business rules for fees that are configurable, including but not limited to the following: Description, Department, Amount, History, Distribution Information, Type, Calculation Rules, Active / Expiration Dates.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to capture fee information in the system for a particular fee charged to the record, including but not limited to the following: Amount, Description, Date, Code/Type, Status.",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability to provide unique receipt/transaction number.,5,Loundon Country Land Management Information System,No,FR,,
The System will support inter-agency billing and payment as a payment type.,5,Loundon Country Land Management Information System,No,FR,,
"The System should be able to calculate annual cost increases, penalties and interest according to configured business rules.",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow for overlap of fee schedules.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to require a percentage or amount to be paid in cash, configured based on business rules.",5,Loundon Country Land Management Information System,No,FR,,
The system shall display via the portal any outstanding payments due associated with the user account by project.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability to itemize outstanding payments associated with project number or applicant.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to indicate applicant will pay in person or via mail in lieu of online payment (e.g., allow an applicant to submit an application without paying at that time).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to collect and process partial payment of total fees due online (e.g., Applicant can choose to only pay a subset of the fees associated with an application or project).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to collect and process online a partial payment towards a fee that is due (e.g., only pay a minimum required percentage of a fee due, and record will be allowed to advance in the workflow).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to display payment history for a user, project, and/or application.",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to generate a receipt of payment that the applicant can print or download from the online portal.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to allow a customer to request a refund for a previous payment, according to business rules.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall require the customer to provide detailed information for the refund request, including but not limited to the following: Transaction, Desired Amount, Reason, Recipient Information.",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to determine if transaction is eligible for refund according to predefined business rules.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to allow a user to request an exemption from fees (e.g., reduced fees) online via a configurable template that captures the request information.",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to route a request for a fee exemption to staff for processing according to configurable workflow and business rules.,5,Loundon Country Land Management Information System,No,FR,,
The system shall provide a list of all fees currently due with the online application prior to submission.,5,Loundon Country Land Management Information System,No,FR,,
The system will allow the Customer to review and confirm the transaction prior to submitting for processing.,5,Loundon Country Land Management Information System,No,FR,,
"The system will allow the Customer to modify the fee information included in their transaction prior to submitting for processing (e.g., remove a permit).",5,Loundon Country Land Management Information System,No,FR,,
"If the online payment transaction is unsuccessful, the system will alert the Customer.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to collect payment online for any outstanding fee associated with the user's account that may not be associated with an application (i.e. violations fees, copies, FOIA requests, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall enforce any business rules related to the method of payment required for a transaction type.,5,Loundon Country Land Management Information System,No,FR,,
"If a Customer does not have an account, the system will allow the Customer to search for fees in the system based on predefined criteria (e.g. fee number) in order to support the initiation of the fee payment process.",5,Loundon Country Land Management Information System,No,FR,,
The system shall support the management and tracking of approved proffers voluntary conditions proffered by the landowner typically associated with a rezoning application,5,Loundon Country Land Management Information System,No,FR,,
The system shall support the tracking of proffers that are a commitment to perform an action (ongoing or at a specific future point in time).,5,Loundon Country Land Management Information System,No,FR,,
"The system shall support tracking of all proffers including cash proffers"" where the contribution is distributed per the proffer and shall allow distribution to multiple accounts.""",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow Staff to capture each approved proffer individually in the system.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to store proffer document with each approved application.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to associate each approved proffer with the location/property to ensure compliance with the obligations established by the proffer statement throughout the lifecycle of the project (plan review, inspection, bond release).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support workflow related to proffer management (track proffers as appropriate for that property over time, and monitor any future workflow tasks and due dates associated with that proffer, and trigger any workflow and/or notifications as appropriate).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support the transfer of proffer-related funds (e.g., cash proffer is taken in by the Agency and then transferred to another department or back to the landowner at a future point in time) and track all related information (e.g., when the money was transferred, where the money is transferred).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to easily track and determine whether a proffer exists on a particular location.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to assign any due dates to a proffer.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to capture detailed location information associated with the proffer, which may include multiple locations (e.g., the location of the rezoning case that generated the proffer can be different from the location where the proffer takes place).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to enter a proffer with multiple triggers associated with potential alternatives.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track the status of a proffer (e.g., met/satisfied, outstanding, etc.).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support the tracking of financial conditions related to a proffer (e.g., If the proffer was monetary, staff should update the profferâs status as âmetâ once the landowner provides proof of a deposit or proof of funds, which may be submitted through the Customer Portal by the landowner via mail, or provided in person and then scanned in by Staff). This tracking shall be configurable to allow for reporting at multiple stages in the process.",5,Loundon Country Land Management Information System,No,FR,,
The system shall track and display when the bond is released to landowner and when proffer condition is met.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow staff to capture any justification for change in a proffer's status (e.g., how the landowner satisfied the proffer - monetarily, via proof of expenditure, partial payment, with receipts/invoices, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to require the landowner to address how they have addressed compliance with each proffer as part of site plan submission for a location associated with a proffer(s).,5,Loundon Country Land Management Information System,No,FR,,
The system shall prompt reviewers during the site and building plan reviews and zoning permit processes to identify that the proffers are addressed appropriately in the plans.,5,Loundon Country Land Management Information System,No,FR,,
The system shall prompt inspectors that a proffer exists on the property and require the inspector to identify whether the proffer conditions have been met during development.,5,Loundon Country Land Management Information System,No,FR,,
The system will prompt Bonds and Agreements Staff to review all unmet proffers associated with the property to ensure compliance and communicate any issues to the developer during review of any bond action.,5,Loundon Country Land Management Information System,No,FR,,
"The system will require that before project completion, and related bond release, all proffer commitments for that property will be reviewed again by Inspectors and Zoning Staff to ensure all proffers tied to a project have been met.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track development conditions associated with a zoning application, similar to proffers.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track special permit and special exception cases and their associated conditions, similar to proffers.",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to apply a proffer to the multiple parcels/locations and/or projects it may be associated with.,5,Loundon Country Land Management Information System,No,FR,,
"The system must be able to capture (1) the location of the rezoning case that generated the proffer, and (2) the location where the proffer takes place, if they are different locations, as an example.",5,Loundon Country Land Management Information System,No,FR,,
The system shall support the intake and processing of proffer interpretation applications.,5,Loundon Country Land Management Information System,No,FR,,
The system shall support configurable workflow related to proffer interpretations.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track internal notes related to proffer discussions that occur between staff.,5,Loundon Country Land Management Information System,No,FR,,
"The system will be capable of tracking proffers by point, line, or polygon location (address point, non-addressed point, parcel, other user designated shape, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system will be able to track proffer compliance for those proffers that involve a cumulative calculation process (i.e. the system should be able to keep track of the number and type of zoning and/or occupancy permits issued for proffers due at a specific trigger.).,5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow proffer conditions to be available as a checklist that plan reviewers, or inspectors out in the field, can easily review and indicate compliance or non-compliance, with comments.",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow a proffer to be assigned to a department/staff member for review to determine if an individual proffer has been met.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track the payment and a configurable deadline to spend the monies based on the last monetary proffer paid (e.g., cash proffers must be used within 12 years from the last proffer payment date for a project, therefore the System needs to be able to track the date a cash proffer payment was made, and then provide advance notification (based on business rules) prior to the 12 year expiration to allow the Agency to ensure the money is expended accordingly).",5,Loundon Country Land Management Information System,No,FR,,
"For rezoning cases approved on or after a configurable date, the System must be able to track when the last cash proffer was paid.",5,Loundon Country Land Management Information System,No,FR,,
The system will support the ability to run reports on parcels based on proffers that have been met or not met.,5,Loundon Country Land Management Information System,No,FR,,
The system shall provide the ability to search proffer data stored in the system by keyword.,5,Loundon Country Land Management Information System,No,FR,,
"The System shall allow for proffer inflation calculations using the Consumer Price Index (CPIU) - see website: http://www.bls.gov/data/inflation_calculator.htm (This shall include the manual updating of the payment field, or if available, any interface to the CPIU Inflation Calculator System that automatically updates the information in the system in real time).",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow data from an external source to be uploaded to database fields in the system.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to take multiple data fields/values that are in the system and manipulate them  to assign a data value in a blank data field.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall provide the ability to automatically kick off workflow processes for the various appeals-related activities, per user-specified criteria.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to capture user-specified attributes for each assessment or audit appeal that is conducted, including but not limited to: property classification, tax years under appeal, appeal reason, appeal received and assignment dates, assigned assessor, expected and actual completion dates, statute extension date and appeal results.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to create an Appeal Worksheet for each occurrence of an appeal, per user-specified criteria.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to display the appeal status and the user assigned to the appeal for the most recent appeal on the tax account records for each tax type and tax year under appeal.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to indicate when an adjustment is the result of an appeal.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to maintain assessment and audit appeal records.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to maintain the appeal history for an account.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to manually change or automatically update a classification on the account and in the Appeal Worksheet during the appeal.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to record multiple appeal occurrences on the same tax account.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the taxpayer with the capability to Appeal a classification or an Assessment Value that is within the statute of limitations for submitting appeals.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to pull a list of accounts and items on each account and assign en masse or individually at the account level based on user-specified criteria.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to track the dollar amount change in tax, penalties and interest assessed by all entities (Treasury and Commissioner's offices) and associated with each business tax audit and appeal action.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide authorized users with the ability to override system-generated calculations with manual adjustments and require a reason for the change.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to capture key information for tax account adjustments, including but not limited to the reason, date and time, adjustment amount, period and adjuster.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to indicate the reason for a change in assessment, tax, penalty and interest amount on an account (audit, judgement, appeal, etc.).",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to manually adjust or automatically update assessments/valuations, taxable units, gross receipts and other values in an Audit Worksheet, and elsewhere, as required, during the appeal, per user-specified criteria.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to manually adjust or automatically update valuations, taxable units, gross receipts and other values in an Appeal Worksheet during the appeal, per user-specified criteria.",4,Integrated Tax Revenue System,No,FR,,
The system shall route adjustments through multi-tier approvals based on policy and adjustment amount.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide authorized users with the capability to select the documents required from the Taxpayer to conduct the audit from a preset list of documents, and including the ability to add an other"" document for items not in the preset list.""",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide authorized users with the capability to update the audit status in the system, including but not limited to the assigned auditor, communications with taxpayer and field work results.",4,Integrated Tax Revenue System,No,FR,,
The system shall have the capability to add audits to the audit list for the following year.,4,Integrated Tax Revenue System,No,FR,,
The system shall have the capability to generate a general audit work list and individual work lists of accounts to be audited.,4,Integrated Tax Revenue System,No,FR,,
The system shall have the capability to prepopulate an audit workbook template with account information.,4,Integrated Tax Revenue System,No,FR,,
"The system shall have the capability to select accounts for auditing based on preconfigured business rules, such as high dollar accounts.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide authorized users with the capability to generate the audit findings packet for the Taxpayer.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide authorized users with the capability to review the list of accounts to be audited and manually make changes as necessary.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to assign an auditor to a tax account audit.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically kick off audit workflow processes for the various audit-related activities, per user-specified criteria.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to create an Audit Worksheet for each occurrence of an audit, per user-specified criteria.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to display information on the account records for each tax type and tax year under audit, including but not limited to audit status, key dates, assigned auditor, tax types and years under audit, audit type, expected and actual completion date, audit results, and taxpayer notification date.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to display the audit status and the user assigned to the audit for the most recent audit on the tax account records for each tax type and tax year under audit.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to indicate the type of audit that was conducted for each audit, to include the type of visit, when applicable.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to indicate when an adjustment is the result of an audit.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to manually change or automatically update a classification on the account and in the Audit Worksheet during the audit.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to record multiple audit occurrences on the same tax account.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to require user-specified approval(s) for any change made to an account with an audit in progress.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for authorized users to remove an item from a work queue without taking any action on it (defer review).,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to track the dollar amount levied or adjusted in tax, penalties and interest associated with each tax account created as a result of an audit or appeal.",4,Integrated Tax Revenue System,No,FR,,
"The system shall generate an Inspection Report with all pictures, forms (full or partial), property information, tax map, aerial map, and other related information and documentation related to an application and inspection.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to associate any business tax account creation or action with a specific inspection occurrence.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically kick off inspection workflow processes for the various inspection-related activities, per user-specified criteria.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to create and manage inspection cases, using standardized templates, related to applications and filings.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to maintain information about inspector assignments, per user specified criteria (e.g. zip code(s), start and end dates, etc.).",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to maintain key information about each field inspection visit conducted, per user-specified criteria (e.g. assignment date, tax account #, inspection date, business(es) visited, etc.).",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to maintain records for each inspection.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to maintain the inspection history for inspection performed.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to record multiple inspections on the same record.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to review, edit, validate, and submit the Inspection Report.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to generate bills from list of outstanding taxes at the account level.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to indicate quality issues for correction for individual bills or all bills with the same bill type, resetting their approval status and requiring re-approval.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to modify, correct, and supply additional documentation or information related to bills and reissue a bill.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to modify, correct, and supply additional documentation or information related to bills.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to view, create, edit, submit and cancel bills.",4,Integrated Tax Revenue System,No,FR,,
"The system shall retain the entire billing history, including original, canceled and corrected/reissued bills for user access when reviewing account activities.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for tax bills to automatically generate if levy not paid by the waiver date.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for taxpayers to sign up for e-billing.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically or manually print bills, notices and related documents, including liens, lien releases, court action letters summons, etc.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to calculate for specific date and display the following on tax bill: tax, penalty, interest and late fees.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to export a file of user-defined selected bills.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to extract data for printing of mass quantity of bills.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to generate a business and professional occupational license bill that includes a list of all outstanding taxes at the account level.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to generate a personal property tax levy immediately, without requiring the running of a scheduled batch process, after the initial book has been run and as soon as all information necessary to create the levy has been entered, given the appropriate notification has been made and approval granted.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to generate statement-style billing for personal property and business tangible personal property taxes that includes, at a minimum, a description of the property, the assessed value, use type, tax period, supplement code months billed, prior past due balance, current charges, a separate line for each form of tax relief, previous payment detailed apportionment (tax, penalty, interest and fees) and the total amount outstanding on the account, by period.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to generate statement-style billing for real estate taxes that includes, at a minimum, a description of the property being taxed, parcel description, tax map number, mortgage company, the tax account and tax district, land, improvement and land use values, taxable assessment, tax rate, annual tax, prior past due balance, current installment due for tax account on tax bill, a separate line for each form of tax relief and payments previously received against the current charges due on tax bill.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to review auto-generated bill PDFs for a sampling of approved bills in each bill type, as configured per policy, and indicate quality issues for correction.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to send eBills to taxpayers.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to submit approved bills and relevant inserts for distribution via in-house printing or via an external Print Vendor, if no quality issues are found.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for a cashier to record the receipt of a payment after transaction has been voided.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for authorized users to apply prepayments / payments to accounts with no levies.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for cashiers to accept departmental deposits payments.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for the system to calculate and display the amount of money to be returned to customer.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to accept multiple payment types for a transaction and an unlimited number of each type of payment for a transaction.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to accept partial payments, zero dollar payments, overpayments, and prepayments/payments when no payments are due.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to accept payment on receivables, including overpayment and partial payment.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to apply payments proportionately in accordance with County order of precedence ordinance.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to automatically transfer prepaid monies to a receivable associated with the prepaid account.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to balance and post payments from the all configured payment sources.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to generate payment receipts for taxpayers for payments made via all payment methods (e.g. online, in-person and via mail).",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to manually create Paid"" receipts.""",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to prevent the user from paying the same tax bill or other receivable more than once within a given transaction.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to process Bulk payment option for Mortgage/Escrow companies/Banks by allowing the authorized user to identify, indicate, and send payments for respective properties (Electronic Key Bulk Payment). In addition, the system should allow customers to submit address changes, or add remove properties to/from their key numbers.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to record an effective date for each accounting transaction and the actual date that it was recorded.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to record drawer counts throughout the day.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to record key information about manual transfers of money between associated accounts, including but not limited to the amount, actual and effective dates, reason, recipient and donor account #, debt and credit indicators and the user performing the transfer.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to record the receipt of payments.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to record the type of payment a cashier receives.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to void transactions during the current day's work and record a comment explaining the reason for the void.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide authorized reviewers with the ability to review and edit billing templates.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to establish depreciation schedules by asset type and calculate and track against the depreciation schedule.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability decide whether or not to apply a filing extension date to one, some or all of a taxpayer's accounts. based on the date and whether or not filing has not yet been received for that tax year, configured according to user-specified business rules.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability for taxpayers to perform online filing of business tangible property, total cost value for prior years and leased property data to fulfill the annual business tangible property filing requirement, including for $0 filings.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for taxpayers to perform online filings to renew a business license.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to accept information from multiple tax filings for the same tax account and the same tax year, based on configurable criteria.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically generate and print a new filing form with the updated address when an address change is made, based on configurable criteria.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to automatically reverse the application of a late filing penalty on a tax levy for a specific account and tax year after the initial levy and penalty have been created when a filing extension date is entered and the extension date is greater than the filing date.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to configure workflow processes for handling, rejecting or returning incomplete filings to the taxpayer.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to defer the application of a late filing penalty until after the filing extension date has passed.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to establish filing due date(s) by account type and by the user-specified method (e.g. specific date, calendar event, account start date, etc.).",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to extend the filing deadline to a user-specified date for a specific account and tax year.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to associate information pertaining to leased equipment reported by the lessee to the related leasing company account within the System.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to link the history of changes on a property account to the combination of both owner and property, so that when the ownership of a property changes, the history from the previous owner does not transfer to the new owner.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to maintain information pertaining to leased equipment reported by the lessee.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to retrieve for display on the user view of the rental property record any information or field values on the associated real property account.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to utilize any information or field values on the associated real property account in logic criteria for system processes and queries related to a rental property record.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for authorized users to maintain a list of account sources for property accounts.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to automatically associate each personal property account with a property classification and tax rate based on configurable criteria.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically create the taxpayer record and account(s) in real-time, per user-specified criteria (e.g. immediately upon submission of an online Business Tax Application).",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to automatically determine the location type for each business tangible property account based on user-specified criteria.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to maintain a list of leasing companies and their attributes so that users can select to associate an individual or business personal property account with a leasing company.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to maintain lessee information, including but not limited to company name and address, for any piece of property being leased.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to maintain multiple business tangible property accounts for the same owner names, trade name, property type, and physical address where the situs is different.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability either automatically update the assessor assignment or not automatically update the assignment on each account in accordance with user-determined configuration criteria.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability for authorized users to approve, modify or reject requested assessment changes (for example, based on mileage).",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for authorized users to configure the roll logic used to set the default assessment method for each property account in the subsequent tax year.,4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability for authorized users to maintain the standard assessment amounts for certain property types (such as antique vehicles) and the effective date of the assessment amount.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically assign an assessor to each account, based on configurable criteria.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically create a property tax statutory assessment and levy on an account for which a tax declaration filing has not been received by the filing deadline date or extended filing deadline date for the property account, whichever is later.",4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically populate the user-specified fields upon personal property account creation with data from NADA, based on VIN and assessment method, including but not limited to model year, make, model, body type, fuel type, assessment value and adjustments and reason(s) for adjustments.",4,Integrated Tax Revenue System,No,FR,,
The system shall provide the ability to automatically recalculate the assessment valuation of a property account whenever a change is made to any of the property total cost values for prior years fields.,4,Integrated Tax Revenue System,No,FR,,
"The system shall provide the ability to automatically set the default assessment method for each property account in the subsequent tax year, based on the actual assessment method for the current tax year and configurable roll logic.",4,Integrated Tax Revenue System,No,FR,,
