sentence,tipo
The product shall display room equipment according to search parameters.,fr
The product shall display conference rooms according to search parameters.,fr
The product shall record different meeting types.,fr
The product shall record all the equipment that has been reserved.,fr
The product shall notify building personnel of equipment transport requests.,fr
The product will allow priviledged users to view meeting schedules in multiple reporting views.,fr
The product shall be able to send meeting notifications via different kinds of enduser specified methods.,fr
The product shall have a customizable Look and Feel.,fr
The product shall have an intuitive user interface.,fr
The product will display an available status for unreserved conference rooms.,fr
The System shall allow generation of Inventory Quantity Adjustment documents on demand.,fr
The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,fr
The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,fr
The System shall allow entering storing and modifying product formulas.,fr
Product formulas shall allow use of semiproducts which have own formulas.,fr
Product formula ingredients shall allow defining substitutionary ingredients.,fr
Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,fr
Formula substitutionary ingredients shall be kept in persisted order,fr
Product shall allow entering storing and modifying product menus used by POS terminals.,fr
PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,fr
PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,fr
PME Subsystem shall allow for a product to exist in more than one submenu,fr
The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,fr
The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,fr
The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,fr
The website will allow customers to search for movies by title actor or director.,fr
viewing a movie details the website will display the movies description actor and director entered in by the administrator.,fr
Website shall request and authorize credit card payment before allowing a user to stream a movie.,fr
shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.,fr
Website shall allow customers to browse movies by categories entered in by izogn administrator.,fr
Website shall allow customers to view reviews of selected movies by other customers.,fr
Website shall allow customers to add their own movie review for a selected movie.,fr
Website shall allow the Izogn administrator to approve a review posted by a customer.,fr
System will allow customers to pay for a streaming movie with a prepaid card.,fr
Website shall allow customers to purchase prepaid cards of 5 10 or 20 value either by credit card or mailin payment option.,fr
System shall automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website.,fr
System shall allow users to update their billing and contact information via the My Account section of the website.,fr
Prepaid cards shall be distributed via email or via a printed paper card.,fr
Only registered customers can purchase streaming movies.,fr
Movies can only be streamed if the customer has purchased a movie and is within the 2day time period to stream the movie.,fr
Website must be able to support free trial periods with various parameters set by the Izogn Manager.,fr
All streaming movie sales will be logged in the database and accessible by the administrator.,fr
All registered customer information shall be stored and maintained in the database even after the customer cancels their account.,fr
Daily usage statistics should be logged and accessible by the administrator.,fr
The owner shall have free access to all of the streaming movies.,fr
The vendor will verify the invalid lead.,fr
Vendor will submit a credit validation record to be applied to the enterprise billing system.,fr
If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,fr
The leads washing functionality will validate all leads received by the web service for valid data,fr
The leads washing functionality will insert all leads captured by the web service.,fr
If the leads score falls within the high average score then it will be process by the ARA functionality.,fr
If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,fr
If the leads score falls within the low average then it will be returned to the supplying vendor,fr
The leads washing functionality will compile both contact and academic scoring information for a total score.,fr
The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,fr
The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,fr
The leads washing functionality will have an interface in which lead data parameters can be maintained.,fr
The leads washing functionality will verify the users authentication and rights to make parameter updates.,fr
The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,fr
Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,fr
The leads washing functionality shall receive a period list of available reps from the enterprise system.,fr
The product shall maintain a list of players.,fr
The product shall allow a user to identify himself or herself as a player.,fr
Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.,fr
The product shall allow a user to remove himself or herself from the list of players at any time.,fr
The product shall make inactive players unavailable for selection from the list of players.,fr
The product shall remove players who have been inactive for 24 hours from the list of players.,fr
The product shall allow a player to initiate a game by selecting another available player from the list of players.,fr
Once a game is initiated the product shall display a defensive grid to each player,fr
Once a game is initiated the product shall display an offensive grid to each player.,fr
The product shall prevent a player from viewing the offensive or defensive grids of the other player.,fr
Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.,fr
The product shall allow a player to position ships horizontally on their grid.,fr
The product shall allow the player to position ships vertically on their grid.,fr
The product shall allow the player to position ships diagonally on their grid,fr
The product shall prevent the player from overlapping ships on their grid.,fr
When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.,fr
For each turn the product shall identify one player as offensive status and one player as defensive status.,fr
The product shall maintain the status of each player for a turn either offensive or defensive.,fr
At the start of each turn the product shall notify each player of his or her status.,fr
For each turn the product shall allow the offensive player to define a shot.,fr
For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,fr
For each shot the product shall notify the players whether the shot was a hit or miss.,fr
For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,fr
For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,fr
When the hit results in sinking a ship the product shall notify the players that the ship was sunk.,fr
When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.,fr
When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,fr
When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.,fr
If the shot was marked as a hit the product shall allow the offensive player to define a shot.,fr
If the shot was marked as a miss the product shall change the status of the offensive player to defensive,fr
If the shot was marked as a miss the product shall change the status of the defensive player to offensive,fr
The product shall continue to assign turns until the game is ended.,fr
The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player s ships which had not been previously marked as sunk.,fr
The product shall allow a player to end a game at any time during the game.,fr
When a game is ended the product shall notify the players that the game is ended.,fr
The notification of the game ending will include the reason the game is ended a player has won the game or a player has ended the game.,fr
When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.,fr
When a game is ended the product shall allow each player to remove himself or herself from the list of players.,fr
The system shall allow a real estate agent to query MLS information,fr
The user shall be able to get driving directions to a selected property,fr
The user shall be able to download appointments and contact information for clients,fr
The system shall display clear property images in the search results,fr
The system shall be able to call the seller or buyer to schedule an appointment,fr
The realtor shall be notified of new client appointments after automatic synchronization with office system,fr
The realtor shall be able to retrieve a map showing property locations for a specified area,fr
The system shall notify the realtor when a seller or buyer responds to an appointment request,fr
The product shall allow the user to save the property search results.,fr
A cohort shall be associated to one Program of Study offered by the department.,fr
Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,fr
Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,fr
Students added to a cohort shall be eligible for the cohort s Program of Study.,fr
Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,fr
Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,fr
The system shall display data from the Sync Matrix 0 and Exercise Management Tool 0 applications,fr
The system shall link Events back to either the Sync Matrix 0 or the Exercise Managment Tool 0 applications for modifications.,fr
The system shall allow modification of the display.,fr
The system shall offer a display of all the Events in the exercise.,fr
The system shall filter data by,fr
The system shall allow a user to define the time segments,fr
The system shall display the local and exercise time in separate clocks,fr
The system shall offer the ability to pause and resume the refresh of data.,fr
The system shall provide charts for the Activity or Event actual versus assumed time.,fr
The system will use the stored email addresses as a primary means of communicating information to affected parties.,fr
The system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes timeline and what their schedule will beshall be.,fr
The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations.,fr
The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter.,fr
The feature of the application shall provide the optimized route for the given addresses,fr
This feature provides the user to select an optimized route for the addresses given and fixing any path between the desired locations.,fr
after every user request new maps are needed to be loaded,fr
Upon successful login the user can select from the following catalogue options Spring 2013 Winter 2013,fr
Based on the selection the product categories will be listed Outerwear Soft Shell Fleece Knits Wovens Active Wear Safety Accessories Team Wear Collection,fr
Once a category is selected the product thumbnail images will appear for selection.,fr
A user can then select the product and view the details.,fr
The detail page will contain all the same features and information as the website.,fr
From the here the user can either proceed to call a rep for an order or proceed to the online checkout process.,fr
Upon successful login the user can select from the following catalogue options or use the search function indicated by the search icon in the top right hand corner of the application.,fr
Once the icon is selected two open text field will be available to the user to search for the product name by product IDSKU or by keyword.,fr
Following a successful query the search feature will query the application database to display the search results,fr
Following an unsuccessful query the search feature will display an error message that no matches were found,fr
A user can select the desired product from the results and proceed to the product details.,fr
From the here the user can either proceed to call a rep for an order or proceed to the online checkout process,fr
Upon successful login the user can select from the following catalogue options search or use the sub navigation to find the following items Catalogue Videos Contact Us,fr
Should a user select to download the catalogue PDF it will be viewed on their mobile device.,fr
Should a user select videos the 360 video list will display,fr
Upon selecting a video it will play on their device.,fr
All users shall be able to zoom into images using the standard gestures on mobile devices.,fr
All Users will be able to view the next product by swiping left to right .,fr
All users should be able to go back to the product category page via the back button in the top corner.,fr
All users should be able to search by keyword or product ID.,fr
All users should be able to navigate using the sub navigation icons to access the Catalogue PDF 360 videos and to contact a rep representative,fr
The application itself will only have minimal logic and so there should be little to no issues with the computation required by the phone itself.,fr
The only hazard is a user using the device when they should not be such as while driving.,fr
The changes will apply if the user clicks on the link in the email.,fr
user can add the items heshe likes to his cart by touching Add to the cart button.,fr
if the item the user wants is available for exchange the user can request the exchange of items that heshe has with the item heshe wants.,fr
the user notifies other user that the shipment of the item has started.,fr
the user can add as many as items heshe wants.,fr
the user can rate and comment about the users whom he traded with.,fr
10000 users should be able to use the system at the same time.,fr
The response time of the system should be 2 seconds at most.,fr
Build the search engine based on the search form and sites available,fr
User should be able to search by site name description,fr
System should be self capable with feature of Auto Suggest,fr
System should be able to return the search results in desending order in the form of list of links to the sites,fr
System should be able to display No results found in case no search results found,fr
System should have a link back to home in case no results found,fr
geolocation feature to be able to find a user,fr
Use Geolocation scripts to locate user,fr
check if user is within 1 mile of the campus,fr
If user within 1 mile of the campus update location,fr
User for permission to use the location service .,fr
If the user denies to user the location service prompt the user to home screen,fr
If user allows location service create the user,fr
if the system unable to update the location Show failure msg and return the user to home page.,fr
Update Page with link to sites nearby,fr
Build Ajax Response to update home page with a link to nearby site based on user location,fr
Application should respond with a list of links to the 3 nearest sites by AZ sorted by name,fr
Application should respond with the sites placed on a map with markers that includes name description and link to site page.,fr
Application should do the distance calculations and geolocation information for usersite and nearby sites.,fr
when user clicks on links to browse sites from home page the system should respond with a list of links to all the sites by AZ sorted on site name,fr
Application should collect list of all sites sorted by name,fr
Application should Build URL to each site s page,fr
when user clicks on link to map sites from the home page application should respond with a campus map with all the historical sites placed on it,fr
Each historical site should have a marker for each site placed on map that include the name shorten description and link to the site page.,fr
The site s page should contain link to walking directions on tour,fr
Application should respond with a list of thumbnail images for the site listed from oldest to newest by year.,fr
In case no image available application should return no image flag.,fr
when user clicks on a thumbnail image from the site s page the application should replace the site s image with the medium sized clicked on image,fr
Application should replace the site s description with the clicked on image description,fr
when the user clicks on the main image on the site s page application should return with a an enlarged version of the image,fr
when User clicks on link to Walking Tour application should respond with walking tour page,fr
when User clicks on link to About application should respond with About page,fr
No personal data about a user is stored.,fr
User location information should be deleted nightly via a cron job.,fr
The administrator can change text elements used in the user interfaces of the subapps and mainapp this does not include the external resources.,fr
The language can only be selected in the main app.,fr
The default language of insApption is English,fr
The main menu contains a launcher to the Mapapp.3,fr
The main menu contains a launcher to the Newsapp.4,fr
The main menu contains a launcher to the Agendaapp.5,fr
The main menu contains a launcher to the Facebookapp.9,fr
The main menu contains a launcher to the Twitterapp.10,fr
The main menu contains a launcher to the Employeefinderapp.6,fr
The main menu contains a launcher to the Encyclopediaapp only if the Dutch language is selected.7,fr
The main menu contains a launcher to the Student handbookapp only if the Dutch language is selected.8,fr
It is possible to like insApption from within the main menu.,fr
It is possible to tweet insApption from within the main menu.,fr
There is a link to a Twitter settings menu.,fr
There is a link to a Facebook settings menu.,fr
In the settings menu for Twitter the user can save username in combination with password regarding Twitter.,fr
In the settings menu for Facebook the user can save username in combination with password regarding Facebook.,fr
In the settings menu for Twitter there is an option to delete the saved username in combination with the password regarding Twitter.,fr
In the settings menu for Facebook there is an option to delete the saved username in combination with the password regarding Facebook.,fr
The application maintainer can modify the appearance of the separate launchers.,fr
It is possible to search for a certain building on the campus of the TUe by name.,fr
It is possible to search for a certain building on the campus of the TUe by address.,fr
It is possible to search for a certain POI on the campus of the TUe by name.,fr
A search described in requirements UCAR201 and UCAR202 results in a displayed set of buildings that match the search input.,fr
A search described in requirements UCAR203 results in a displayed set of POI that match the search input.,fr
It is possible to view an element from the search result described in UCAR201 UCAR202 and UCAR203 in the map view.,fr
It is possible to navigate from a building on the campus to another building on the campus.,fr
It is possible to navigate from a building on the campus to a POI on the campus.,fr
It is possible to navigate from a POI on the campus to a building on the campus.,fr
It is possible to navigate from a POI on the campus to a POI on the campus.,fr
It is possible to navigate from an POI on the campus to another location on the campus.,fr
It is possible to navigate from a street on the campus to another location on the campus.,fr
It is possible to switch between different means of transportation in the navigator.,fr
The fromlocation can be searched by the name of a building.,fr
The fromlocation can be searched by the address of a building.,fr
The fromlocation can be searched by the name of a POI.,fr
The fromlocation is selected from the search result described in UCAR211 and UCAR212.,fr
The fromlocation can be selected on the map.,fr
The tolocation can be searched by the name of a building.,fr
The tolocation can be searched by the address of a building.,fr
The tolocation can be searched by the name of a POI.,fr
The tolocation is selected from the search result described in UCAR215 and UCAR216.,fr
The tolocation can be selected on the map.,fr
The route planned by the navigator is shown in the map view.,fr
The application has a map view in stylistic style.,fr
The application has a map view in satellite style.,fr
It is possible to switch between stylistic map view and satellite map view.,fr
It is possible to zoom when in the map view.,fr
It is possible to pan when in the map view.,fr
Current location is shown in the map view.,fr
POI of a building are indicated.,fr
It is possible to tweet the user current location.,fr
It is possible to change the status on Facebook,fr
The new status will indicate the user current location.,fr
The administrator can change the stylistic map.,fr
The administrator can add buildings.,fr
The administrator can remove buildings.,fr
The administrator can add vertices of a path which is used in the route planner.,fr
The administrator can remove vertices of a path which is used in the route planner.,fr
The administrator can remove edges of a path which is used in the route planner.,fr
The administrator can add edges of a path which is used in the route planner.,fr
The administrator can add POI,fr
A POI should belong to a certain building floor and room number.,fr
The administrator can remove POI,fr
A POI should belong to a certain building floor and room number.,fr
The administrator can link a POI to a certain building floor and room.,fr
The administrator can unlink a POI from a certain building floor and room.,fr
Titles of all news items available through the news RSSfeeds are shown on the title screen.,fr
From the first titles of the news articles the first lines are shown.,fr
Full news report is shown after choosing the corresponding news title.,fr
It is possible to like a certain news item.,fr
It is possible to tweet a certain news item.,fr
The administrator can modify the list of news RSSfeeds that are available in English.,fr
The administrator can modify the list of news RSSfeeds that are available in Dutch.,fr
When the agendaapp is started upcoming events are shown on the title screen.,fr
There is a calender view.,fr
It is possible to open calendar view.,fr
It is possible to close calendar view.,fr
The user can change the calender to a different month.,fr
The user is able to see on which days events take place in calendar view.,fr
The current day is indicated on the calendar.,fr
By selecting a certain day in the calendar the events for that day are shown.,fr
It is possible to search for events by date.,fr
It is possible to search for events by subject.,fr
A search described in requirements UCAR406 and UCAR407 results in a displayed set of events that match the search input.,fr
It is possible to like a certain event.,fr
It is possible to tweet a certain event.,fr
The only events that are available in the agendaapp are extracted from the agenda RSSfeeds in the selected language.,fr
The administrator can modify the list of agenda RSSfeeds that are available in English.,fr
The administrator can modify the list of agenda RSSfeeds that are available in Dutch.,fr
It is possible to search a person by name.,fr
It is possible to search a person by department.,fr
A search described in requirements UCAR501 and UCAR502 results in a displayed set of employees that match the search input.,fr
It is possible to view all personal info available through the employee pages of a person in the search result set of requirement UCAR503.,fr
It is possible to show the location of the employee office in the map view see 3.,fr
It is possible to plan a route to the location of the employee office see 3.,fr
When the Encyclopediaapp is started the most searched items are shown on the title screen.,fr
When the Encyclopediaapp is started the most recent items are shown on the title screen.,fr
It is possible to search the book by a certain word or phrase.,fr
A search described in requirement UCAR602 results in a displayed set of topics.,fr
The user can select a topic from the search result list.,fr
By clicking on a topic the full text regarding that topic is shown.,fr
It is possible to like a certain topic.,fr
It is possible to tweet a certain topic.,fr
When the student handbookapp is started the most searched items are shown on the title screen.,fr
A search described in requirement UCAR702 results in a displayed set of topics.,fr
The user can select a topic from the search result described in requirement UCAR703.,fr
When the Facebookapp is started the page of TUe on Facebook is shown on the title screen.,fr
Other TUe related Facebooksites can be selected from a list see for contents of list requirement UCAR803.,fr
The administrator can modify the list of TUe related Facebooksites.,fr
When the Twitterapp is started the page of TUe on Twitter is shown on the title screen.,fr
Other TUe related Twittersites can be selected from a list see for contents of list requirement UCAR903.,fr
The administrator can modify the list of TUe related Twittersites.,fr
Download mobile application DESC A user should be able to download the mobile application through either an application store or similar service on the mobile phone,fr
The application should be free to download.,fr
Download and notify users of new releases DESC When a newupdated version or release of the software is released the user should check for these manually,fr
The download of the new release should be done through the mobile phone in the same way as downloading the mobile application.,fr
User registration Mobile application DESC Given that a user has downloaded the mobile application then the user should be able to register through the mobile application,fr
The user must provide username password and email address,fr
The user can choose to provide a regularly used phone number.,fr
User login Mobile application DESC Given that a user has registered then the user should be able to log in to the mobile application,fr
The login information will be stored on the phone and in the future the user should be logged in automatically.,fr
Retrieve password DESC Given that a user has registered then the user should be able to retrieve hisher password by email.,fr
Mobile application Search DESC Given that a user is logged in to the mobile application then the first page that is shown should be the search page,fr
The user should be able to search for a restaurant according to several search options,fr
The search options are Price Destination Restaurant type and Specific dish,fr
There should also be a free text search option,fr
A user should be able to select multiple search options in one search.,fr
Mobile application Search result in a map view DESC Search results can be viewed on a map,fr
On the map the relevant and closest restaurants according to the user position are shown,fr
A specific pin will represent a specific restaurant location,fr
On each pin there should be an information link,fr
There should be maximally 100 results displayed,fr
The map view should have a default zoom,fr
The map view should include a button that when selected should display different filtering options in a filtering menu.,fr
Search result in a list view Search results can be viewed in a list,fr
Each element in the list represents a specific restaurant,fr
Each element should include the restaurant name telephone number type of food distance according to the user position average price a short twoline description a link to the restaurant webpage and an information link,fr
There should be maximally 100 results displayed,fr
If the result contains more restaurants than what can be displayed on the screen at one time the user should be able to scroll through them,fr
"When searching by price the restaurants should be sorted according to the following order average price, distance, restaurant type, specific dish When searching by a search option other than price the restaurants should be sorted according to the following order distance, average price, restaurant type, specific dish The list view should include a header with different selectable sorting options",fr
The list view should include a button that when selected should display different filtering options in a filtering menu.,fr
A user should be able to select a pin on a map or an element on a list,fr
When a selection is made the location of the restaurant should be sent to the mobile phone GPSnavigation program,fr
The user should then be navigated to the destination,fr
When the destination is reached a user should be able to go back to the search page on the mobile application.,fr
Mobile application Switch result view DESC A user should be able to switch between a map view and a list view for all search options.,fr
A user should be able to select the information link which is included on all result items,fr
The link will direct the user to an information page which includes a picture of the restaurant the restaurant name address phone number email address type of food average price restaurant description and a menu with name description and price of the different dishes.,fr
Mobile application Search by price DESC A user should be able to input a maximum and a minimum price range,fr
The result is displayed in a list view by default.,fr
Mobile application Search by destination DESC A user should be able to input a maximum and a minimum distance according to hisher position,fr
By default the minimum distance is set to 0 km and the maximum to 10 km,fr
The user should be able to input a higher or lower maximum distance and a higher minimum distance than set by default,fr
The result is displayed in a map view by default.,fr
Accepted input for price and destination search DESC Integers should be accepted as input when a user searches by price or destination,fr
If the system receives an invalid input the user should be informed and prompted to insert an accepted input.,fr
Mobile application Search by restaurant type DESC A user should be able to select a restaurant type in a given list as input,fr
The result is displayed in a map view by default.,fr
Mobile application Search by specific dish DESC A user should be able to select a specific dish in a given list as input,fr
A user should be able to conduct a search by providing either restaurant name restaurant description restaurant address restaurant type or restaurant menu in the freetext search field,fr
Mobile application No match found DESC If no match is found the user should be informed but kept on the search page in order to get the possibility to conduct a new search right away.,fr
Mobile application Sorting results DESC When viewing the results in a list a user should be able to sort the results according to price distance restaurant type specific dish or restaurant name,fr
When sorting by restaurant name specific dish or restaurant type the results should be ordered alphabetically,fr
When sorting by price the results should be ordered from cheapest to most expensive,fr
When sorting by distance the results should be ordered from closets to furthest distance according to the user position,fr
When the sort button for a specific search option is clicked then the order should be reversed and ordered in a descending matter,fr
If the sort button is clicked again the order of the results should be reversed.,fr
Mobile application Filtering results DESC When viewing the results in a list or a map a user should be able to filter the results in a filtering menu,fr
The filtering options include increasing or decreasing the maximum distance increasing or decreasing the maximum price choosing a restaurant type choosing a specific dish,fr
Mobile application Profile page DESC On the mobile application a user should have a profile page,fr
On the profile page a user can edit hisher information which includes the password email address and phone number,fr
A user should also be able to choose what language the mobile application should be set to,fr
The different language choices are Swedish English Spanish and French.,fr
Required information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the webportal by providing username And password And address And email address And phone number Then the restaurant owner should be able to apply for verification,fr
Full information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the webportal by providing user name And password And address And email address And phone number And mobile number Then the restaurant owner should be able to apply for verification,fr
Confirmed registration Given the restaurant owner has applied for verification And has not received a confirmation email after registration When the restaurant owner receives a confirmation email Then the restaurant owner should be able to log in,fr
Successful login Given the restaurant owner wants to log in When the restaurant owner logs in with hisher account Then the restaurant owner should be logged in as a restaurant owner,fr
Retrieve password Given the restaurant owner wants to log in And has lost the password When the restaurant owner enters hisher email address in the Retrieve password form And submits the form Then the restaurant owner should receive an email containing the password,fr
Show fields for managing information Given the restaurant owner is logged in When the restaurant owner wants to manage information Then the restaurant owner should be able to manage information in a form,fr
Filling in mandatory fields Given the restaurant owner wants to fill in the mandatory fields of the form When the restaurant owner provides average price And address And email address And phone number And restaurant name Then the restaurant owner has filled the mandatory fields of the form,fr
Filling in optional fields Given the restaurant owner of a restaurant wants to fill in optional fields in the form When the restaurant owner provides restaurant description And menu And type of restaurant And picture of restaurant And mobile phone Then the restaurant owner has filled in optional fields in the form,fr
Filling in menu field Given the restaurant owner wants to fill in the menu field in the form When the restaurant owner provides dish name And dish description And dish price Then the restaurant owner has filled in the menu field in the form,fr
Adding information with mandatory fields Given the restaurant owner has filled in the mandatory fields of the form When the restaurant owner submits the form Then the information about the restaurant should be added,fr
Adding information with mandatory and optional fields Given the restaurant owner has filled in the mandatory fields of the form And filled in one or more optional fields of the form When the restaurant owner submits the form Then the information about the restaurant should be added,fr
Deleting information Given the restaurant owner is logged in And information exists When the restaurant owner deletes information Then the information should be deleted,fr
Editing information Given the restaurant owner is logged in And information exists When the restaurant owner edits information Then the information should be edited,fr
Select English as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects English as a new language Then the webportal will show all text in English,fr
Select Swedish as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects Swedish as a new language Then the webportal will show all text in Swedish,fr
Select French as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects French as a new language Then the webportal will show all text in French,fr
Select Spanish as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects Spanish as a new language Then the webportal will show all text in Spanish,fr
Successful login Given the administrator wants to log in When the administrator logs in with an administrator account Then the administrator should be logged in as an administrator,fr
Verify a restaurant owner Given the administrator is logged in When the administrator verifies a restaurant owner Then the restaurant owner should be able to log in And the restaurant owner should be notified by a confirmation email,fr
Reject a restaurant owner Given the administrator is logged in When the administrator rejects a restaurant owner Then the restaurant owner should not be able to log in And the restaurant owner should be notified by a rejection email,fr
Add a new restaurant type Given the administrator is logged in When the administrator creates a new restaurant type Then the new restaurant type should be added to the list of restaurant types,fr
Editing an existing restaurant type Given the administrator is logged in When the administrator edits an existing restaurant type Then the restaurant type should be updated in the list of restaurant types,fr
Delete a restaurant type Given the administrator is logged in When the administrator deletes a restaurant type Then the deleted restaurant type should be removed from the list of restaurant types,fr
Add a new dish Given the administrator is logged in When the administrator creates a new dish Then the new dish should be added to the list of dishes,fr
Editing an existing dish Given the administrator is logged in When the administrator edits an existing dish Then the dish should be updated in the list of dishes,fr
Delete a dish Given the administrator is logged in When the administrator deletes a dish Then the deleted dish should be removed from the list of dishes,fr
Add restaurant information Given the administrator is logged in When the administrator adds restaurant information Then the information should be added to the restaurant,fr
Delete restaurant information Given the administrator is logged in And information about a restaurant exists When the administrator deletes the information Then the information about the restaurant should be deleted,fr
Edit restaurant information Given the administrator is logged in And information about a restaurant exists When the administrator edits the information Then the information about the restaurant should be edited,fr
Edit an existing user information Given the administrator is logged in When the administrator edits an existing user Then the user information should be updated,fr
DeleteInactivate an existing user Given the administrator is logged in When the administrator deletes an existing user Then the user should be deleted,fr
Add a new restaurant owner Given the administrator is logged in When the administrator creates a new restaurant owner Then the new restaurant owner should be added,fr
Edit an existing restaurant owner Given the administrator is logged in When the administrator edits an existing restaurant owner Then the restaurant owner information should be updated,fr
Delete an existing restaurant owner Given the administrator is logged in When the administrator deletes an existing restaurant owner Then the restaurant owner should be deleted And the restaurant information should be deleted,fr
Select English as preferred language Given the administrator wants to select a preferred language When the administrator selects English as a new language Then the webportal will show all text in English,fr
Select Swedish as preferred language Given the administrator wants to select a preferred language When the administrator selects Swedish as a new language Then the webportal will show all text in Swedish,fr
Select French as preferred language Given the administrator wants to select a preferred language When the administrator selects French as a new language Then the webportal will show all text in French,fr
Select Spanish as preferred language Given the administrator wants to select a preferred language When the administrator selects Spanish as a new language Then the webportal will show all text in Spanish,fr
Prominent search feature DESC The search feature should be prominent and easy to find for the user.,fr
Usage of the search feature DESC The different search options should be evident simple and easy to understand.,fr
Usage of the result in the list view DESC The results displayed in the list view should be user friendly and easy to understand,fr
Selecting an element in the result list should only take one click.,fr
Usage of the result in the map view DESC The results displayed in the map view should be user friendly and easy to understand,fr
Selecting a pin on the map should only take one click.,fr
Usage of the information link DESC The information link should be prominent and it should be evident that it is a usable link,fr
Selecting the information link should only take one click.,fr
In this case user enters hisher username name surname password mail address sets a profile photo,fr
When the user fills all necessary fields an activation mail will be sent to users mail address,fr
User will be able to log in and start using the system just after activating hisher account.,fr
In this case user enters hisher username or email and hisher password and logs in the system.,fr
In this case user touches log out button and logs out of the system,fr
The user will not use the system until heshe logs in again.,fr
In this case user is able to search items,fr
User can search items according to their price their location their category.,fr
In this case user is able to browse the profiles other users,fr
User can see the other users user names profile photos and the users items.,fr
In this case user is able to browse categories according to hisher wishes,fr
User can also see how many items each category has.,fr
In this case user is able browse items,fr
User can see the items pictures prices and other features.,fr
In this case user can change hisher username email address profile picture and password,fr
